#Frame           CRBN        GSPT1,#Frame           CRBN        GSPT1,#Frame           CRBN        GSPT1,#Frame           CRBN        GSPT1,#Frame           CRBN        GSPT1,#Frame           CRBN        GSPT1,#Frame           CRBN        GSPT1,#Frame           CRBN        GSPT1,#Frame           CRBN        GSPT1,#Frame           CRBN        GSPT1
     237       1.7150      10.2764,     237       1.7312      10.4456,     237       2.0738       3.5702,     237       1.6118       6.5064,     237       1.8597       4.4126,     237       2.6734       1.8468,     237       1.5962       7.2374,     237       1.9628       4.2124,     237       1.8088       4.8022,     237       1.9683       4.8791
     238       1.8888       9.9283,     238       1.7950       9.5702,     238       1.8929       3.1800,     238       1.4042       7.9673,     238       1.8509       4.6453,     238       2.9510       3.5646,     238       1.6805       6.6998,     238       2.0802       3.8261,     238       1.8529       4.1628,     238       2.0434       6.0294
     239       2.1390       9.6923,     239       1.8327       9.9657,     239       1.8305       3.4949,     239       1.6536       5.6899,     239       1.7516       5.4924,     239       3.1533       3.6676,     239       1.6348       8.9558,     239       2.2909       5.0984,     239       1.8892       4.8304,     239       2.1156       5.2387
     240       1.9105       7.1249,     240       2.0652      11.5828,     240       2.2060       2.9593,     240       1.5901       5.0136,     240       1.9931       4.7202,     240       2.2240       4.4802,     240       1.6420       7.9598,     240       2.3145       4.9122,     240       1.5255       5.7975,     240       1.9586       4.4368
     241       1.7626       7.1367,     241       2.0099      11.5964,     241       2.1050       3.2592,     241       1.5222       6.9617,     241       1.7580       4.5064,     241       2.6453       5.2492,     241       1.7174       9.2944,     241       2.0463       3.7931,     241       1.7273       4.5661,     241       1.9377       3.4536
     242       1.8183       6.7788,     242       2.1900      12.8389,     242       2.1836       3.2114,     242       1.5939       6.0642,     242       1.7910       3.8757,     242       2.3865       5.1752,     242       1.6656       8.4698,     242       1.9975       3.6144,     242       1.6668       4.4202,     242       2.0226       3.9169
     243       1.6217       7.6367,     243       1.9923      10.8217,     243       2.0269       3.8026,     243       1.7439       6.6185,     243       1.7309       3.7438,     243       2.4025       4.1675,     243       1.5213       7.5830,     243       2.3870       2.7855,     243       1.5162       6.0521,     243       2.0129       4.0576
     244       1.9868       8.5025,     244       2.0463      10.6536,     244       2.2706       3.0790,     244       1.5756       7.3958,     244       2.1128       4.7260,     244       2.4230       5.7678,     244       1.6546       7.6721,     244       2.5554       3.8868,     244       1.6370       5.2826,     244       1.8071       4.4222
     245       1.9320      11.2419,     245       2.2105      12.0434,     245       1.9928       3.4946,     245       1.4543       7.0643,     245       1.8636       4.3712,     245       2.3347       5.1969,     245       1.6916       7.7896,     245       2.2356       4.0370,     245       1.7360       4.1350,     245       1.8470       3.3463
     246       1.8351       8.2623,     246       2.3408      10.8574,     246       2.4952       3.2939,     246       1.8150       7.4932,     246       1.9886       4.3709,     246       2.0180       4.9957,     246       1.7557       7.9161,     246       2.3445       3.8085,     246       1.6068       5.2188,     246       1.7340       4.2125
     247       1.9177       6.8353,     247       2.0089      11.4092,     247       2.1333       2.9228,     247       1.7108       6.4951,     247       1.8116       4.1253,     247       2.4861       4.1849,     247       1.6389       6.9642,     247       2.4430       3.5057,     247       1.7213       5.3682,     247       2.0670       3.6631
     248       2.0012       9.2724,     248       2.0589      10.7070,     248       2.1183       2.7818,     248       1.8966       6.2543,     248       1.7691       4.0576,     248       2.0737       5.4330,     248       1.6023       7.2153,     248       2.3113       3.9105,     248       1.5545       5.4318,     248       1.9020       3.7760
     249       1.8237       9.6144,     249       2.1857       9.8441,     249       2.2846       2.5855,     249       1.8634       6.3817,     249       2.0482       3.9352,     249       2.1091       5.1330,     249       1.6464       5.8580,     249       2.1830       4.3612,     249       1.4227       5.0846,     249       1.9815       2.1266
     250       2.0954      10.2913,     250       2.2536       9.6652,     250       2.1997       3.0190,     250       1.7775       5.8228,     250       2.1317       4.6739,     250       2.1485       5.8387,     250       1.5605       6.7372,     250       2.2671       3.9004,     250       1.8239       6.5855,     250       1.8548       2.0842
     251       1.9173       8.8221,     251       1.9732      10.5845,     251       2.2616       2.7834,     251       1.7656       5.4368,     251       2.2754       3.5732,     251       2.1578       5.5550,     251       1.6106       7.0319,     251       2.1293       4.3067,     251       1.6589       6.0408,     251       1.8617       2.9377
     252       1.4842       9.4226,     252       2.1225      10.7303,     252       1.9494       3.4414,     252       1.7232       5.5599,     252       2.1662       3.2872,     252       1.8842       6.4590,     252       1.6563       6.4369,     252       1.9747       5.3981,     252       1.7392       5.2462,     252       1.7792       3.5856
     253       1.6934       9.4058,     253       1.9851       9.7452,     253       2.0271       3.7558,     253       1.7830       6.9424,     253       1.8595       3.9180,     253       2.1354       5.0012,     253       1.5110       5.4211,     253       1.8459       5.4878,     253       1.6430       5.3616,     253       2.1641       2.8664
     254       2.0403      10.4190,     254       2.1614      10.6117,     254       2.4112       3.5886,     254       2.0738       6.3437,     254       1.9874       4.1145,     254       2.3677       3.7943,     254       1.6063       5.4906,     254       2.3055       4.7943,     254       1.5999       5.8507,     254       2.4545       2.4437
     255       1.9680      11.0008,     255       2.0279      10.6091,     255       2.2520       3.7081,     255       2.2996       6.4977,     255       1.7366       3.7865,     255       2.2611       4.0738,     255       1.5807       5.3817,     255       2.3998       5.3381,     255       1.8530       5.3988,     255       2.7280       2.9457
     256       1.7593       7.7584,     256       2.2078      13.2002,     256       1.7477       4.3958,     256       1.7627       7.4722,     256       1.9789       3.7152,     256       2.2501       4.8089,     256       1.5381       5.5066,     256       2.0892       4.2980,     256       1.5106       4.8307,     256       2.4791       3.1922
     257       2.1922      10.6194,     257       2.1734      12.1224,     257       1.8011       2.8112,     257       1.8205       8.6328,     257       1.6604       4.0850,     257       1.9569       4.5857,     257       1.6393       8.4523,     257       1.9887       4.2532,     257       1.7365       4.6110,     257       2.5534       3.3334
     258       1.9961       9.4982,     258       2.1240      11.3617,     258       1.8579       3.1957,     258       2.1742       7.6455,     258       1.6589       4.0681,     258       2.1362       4.8200,     258       1.7071       8.6232,     258       2.0695       3.7773,     258       1.5813       4.3004,     258       2.8787       3.3413
